index,mobile_number,arpu_6,arpu_7,arpu_8,onnet_mou_6,onnet_mou_7,onnet_mou_8,offnet_mou_6,offnet_mou_7,offnet_mou_8,roam_ic_mou_6,roam_ic_mou_7,roam_ic_mou_8,roam_og_mou_6,roam_og_mou_7,roam_og_mou_8,total_og_mou_6,total_og_mou_7,total_og_mou_8,total_ic_mou_6,total_ic_mou_7,total_ic_mou_8,total_rech_num_6,total_rech_num_7,total_rech_num_8,total_rech_amt_6,total_rech_amt_7,total_rech_amt_8,total_rech_data_6,total_rech_data_7,total_rech_data_8,av_rech_amt_data_6,av_rech_amt_data_7,av_rech_amt_data_8,aon,sms_ic_6,sms_ic_7,sms_ic_8,sms_og_6,sms_og_7,sms_og_8,churn,days_since_last_rech_6,days_since_last_rech_7,days_since_last_rech_8,days_since_last_rech_data_6,days_since_last_rech_data_7,days_since_last_rech_data_8,count_2g3g,vol_2g3g,monthly_2g3g,segment
28867,7002355918,256.954,461.73199999999997,375.121,60.84,55.59,50.19,47.18,34.78,57.63,0.0,0.0,0.0,0.0,0.0,0.0,108.03,90.38,107.83,34.98,36.59,38.94,5,7,5,314,509,459,1.0,1.0,1.0,154.0,154.0,154.0,36.266666666666666,1,5,13,14,18,7,0,5.0,3.0,10.0,5.0,6.0,10.0,0.5,251.27,0.5,2
24771,7000862515,374.267,337.851,313.901,0.0,0.0,0.48,52.56,3.53,3.68,33.94,0.35,0.0,33.48,0.0,0.0,19.08,3.53,4.16,65.18,35.83,14.36,5,6,1,552,345,252,1.0,2.0,1.0,252.0,397.0,252.0,9.866666666666667,32,26,13,31,12,10,0,1.0,1.0,7.0,24.0,1.0,7.0,0.5,267.265,0.5,2
58604,7001273869,338.11800000000005,292.764,302.127,204.46,150.34,175.19,251.43,312.89,294.78,0.0,0.0,0.0,0.0,0.0,0.0,455.89,463.24,469.98,147.53,190.99,268.21,10,8,9,415,305,346,4.0,5.0,6.0,92.0,115.0,138.0,20.066666666666666,15,27,5,28,22,15,0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,0.0,0.0,2
38967,7000529646,472.69300000000004,612.235,429.325,42.41,33.73,22.96,180.53,145.24,226.63,0.0,0.0,0.0,0.0,0.0,0.0,222.94,178.98,249.59,310.28,238.16,208.71,3,5,3,402,804,402,1.0,2.0,1.0,252.0,504.0,252.0,9.3,28,11,10,29,11,2,0,2.0,10.0,17.0,14.0,10.0,19.0,0.5,660.99,0.5,2
17194,7001653174,307.598,636.0419999999998,315.502,110.06,100.03,120.53,494.56,568.46,384.88,0.0,0.0,0.0,0.0,0.0,0.0,606.38,669.91,506.91,455.09,426.44,336.38,5,14,8,299,799,347,1.0,7.0,4.0,23.0,390.0,92.0,15.833333333333336,18,16,12,25,15,22,0,2.0,5.0,1.0,2.0,6.0,1.0,2.0,0.08,0.0,2
24078,7002084206,983.535,981.556,947.8489999999999,17.03,4.48,46.64,479.11,672.13,911.66,0.0,0.0,0.0,0.0,0.0,0.0,497.01,680.29,960.99,206.41,169.59,227.71,18,12,13,1179,1111,1189,2.0,4.0,3.0,189.0,392.0,294.0,17.633333333333333,36,14,8,20,2,22,0,1.0,2.0,1.0,1.0,2.0,8.0,1.5,830.09,0.0,2
89717,7000078149,1318.7779999999998,1156.653,1019.533,267.43,262.36,210.03,399.41,342.11,725.23,0.0,0.0,0.0,0.0,0.0,0.0,666.84,604.48,935.26,262.11,174.59,191.48,11,12,7,1414,1482,1090,2.0,2.0,1.0,504.0,504.0,252.0,7.1,25,15,2,16,10,9,0,2.0,1.0,2.0,13.0,9.0,16.0,0.5,346.975,0.5,2
53509,7002134056,321.702,379.41900000000004,353.55800000000005,0.01,49.96,0.93,55.31,97.21,51.06,0.0,0.0,0.0,0.0,0.0,0.0,55.33,147.18,53.91,53.49,70.76,74.48,5,7,2,443,433,352,3.0,2.0,2.0,333.0,308.0,352.0,46.53333333333333,15,12,19,9,22,9,0,3.0,9.0,17.0,3.0,9.0,17.0,1.0,1322.95,1.0,2
35722,7001698911,452.726,483.94300000000004,315.394,410.66,522.99,407.93,268.38,302.21,421.28,8.36,0.0,0.0,66.31,0.0,0.0,612.73,825.21,829.21,269.58,400.53,498.44,13,14,13,605,495,518,2.0,7.0,5.0,121.0,311.0,190.0,24.066666666666666,3,8,11,33,1,4,0,0.0,5.0,2.0,14.0,5.0,4.0,2.5,237.825,0.0,2
46669,7001592135,1500.565,1737.985,1001.058,105.14,89.69,88.49,700.51,660.33,852.39,0.0,0.0,0.0,0.0,0.0,0.0,805.66,750.03,940.89,500.48,497.68,641.39,5,5,5,1943,1769,1373,2.0,2.0,1.0,910.0,1310.0,455.0,85.26666666666667,8,18,12,5,25,15,0,0.0,11.0,16.0,10.0,12.0,16.0,0.5,1500.63,0.5,2
51961,7000673607,1072.045,1086.037,647.73,20.54,2.34,32.36,697.21,408.58,502.76,4.81,43.44,0.0,4.81,19.93,0.0,713.81,390.99,540.23,396.43,267.94,195.41,8,5,4,1564,880,1052,2.0,1.0,1.0,504.0,252.0,252.0,24.1,9,24,24,8,6,21,0,3.0,9.0,8.0,16.0,19.0,24.0,0.5,246.075,0.5,2
66672,7000524434,487.50699999999995,392.545,400.87800000000004,26.24,45.63,35.01,405.91,369.96,228.49,5.58,0.0,0.0,41.21,0.0,0.0,394.64,420.98,267.53,278.24,497.08,389.63,29,17,7,561,465,454,2.0,3.0,1.0,81.0,75.0,154.0,12.1,39,21,8,21,14,16,0,0.0,3.0,9.0,9.0,3.0,29.0,0.5,406.17,0.5,2
30598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45713,7000875503,301.8,384.449,708.525,148.19,61.64,21.69,115.08,102.68,180.81,0.0,0.0,0.0,0.0,0.0,0.0,263.28,164.33,202.51,458.89,654.81,1198.78,3,8,3,0,620,502,0.0,1.0,1.0,0.0,252.0,252.0,31.466666666666665,21,3,9,9,25,11,0,16.0,0.0,15.0,60.0,23.0,15.0,0.5,302.2100000000001,0.5,2
77283,7000233530,785.752,508.494,205.34900000000002,1072.93,545.01,5.28,208.51,231.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.44,776.26,5.28,151.13,612.66,63.99,12,9,4,872,588,245,1.0,0.0,1.0,198.0,0.0,198.0,14.133333333333333,4,11,5,3,5,5,0,6.0,6.0,7.0,13.0,60.0,21.0,0.5,908.375,0.5,2
10082,7002148478,757.804,570.02,360.205,1205.86,569.29,415.66,294.39,82.81,183.09,0.0,0.0,0.0,0.0,0.0,0.0,1503.48,653.86,598.76,142.48,217.83,366.88,26,24,21,895,664,410,5.0,2.0,3.0,125.0,50.0,73.0,12.4,19,7,3,16,3,1,0,0.0,0.0,1.0,0.0,5.0,4.0,1.5,87.61500000000002,0.0,2
72664,7000126823,470.236,450.83099999999996,412.27,89.61,101.01,70.73,212.49,198.53,196.29,0.0,0.0,0.0,0.0,0.0,0.0,302.11,299.54,267.03,483.63,340.13,378.06,5,7,3,560,612,434,2.0,2.0,1.0,131.0,112.0,154.0,33.5,40,19,24,34,25,11,0,6.0,0.0,11.0,11.0,9.0,11.0,0.5,7.75,0.5,2
1221,7002044611,373.05199999999996,260.14799999999997,418.962,2.23,2.34,0.33,200.64,130.33,139.41,0.0,0.0,0.0,0.0,0.0,0.0,202.88,132.68,139.74,168.28,119.54,187.41,8,4,4,617,98,496,1.0,1.0,2.0,91.0,98.0,252.0,59.43333333333333,41,24,10,13,17,22,0,6.0,15.0,1.0,12.0,30.0,1.0,1.0,297.6500000000001,0.5,2
43945,7000681195,270.29200000000003,270.982,463.528,36.51,89.99,29.28,84.24,88.61,97.44,34.34,0.0,0.0,40.34,0.0,0.0,80.41,178.61,126.73,53.13,110.06,110.18,5,5,6,154,248,590,1.0,1.0,4.0,154.0,154.0,612.0,60.6,13,7,19,25,21,2,0,9.0,18.0,11.0,9.0,18.0,11.0,2.0,631.6700000000002,1.0,2
6638,7002251235,1620.025,1519.58,1186.003,162.19,53.76,95.56,933.33,862.03,1063.88,0.0,0.0,0.0,0.0,0.0,0.0,1098.38,924.78,1173.39,1019.88,883.59,955.98,23,21,19,1918,1832,1474,7.0,6.0,7.0,498.0,246.0,287.0,57.53333333333333,28,18,22,0,24,0,0,6.0,0.0,0.0,6.0,2.0,0.0,3.5,467.34,0.0,2
24002,7002173374,1905.08,745.985,994.836,93.94,71.58,66.34,405.94,364.46,147.64,0.0,0.0,0.0,0.0,0.0,0.0,499.89,436.04,213.99,489.24,303.14,259.14,19,3,3,3630,252,756,5.0,1.0,3.0,1260.0,252.0,756.0,56.7,10,17,4,30,25,0,0,1.0,13.0,12.0,1.0,13.0,12.0,1.5,1417.98,1.5,2
33660,7000797206,213.87599999999998,343.31,305.218,20.19,27.21,48.83,56.03,33.71,81.18,0.0,0.0,4.99,0.0,0.0,4.6,76.23,60.93,125.41,101.41,133.33,179.76,3,5,2,154,556,304,1.0,2.0,1.0,154.0,308.0,154.0,65.16666666666667,9,13,13,7,5,20,0,18.0,0.0,13.0,18.0,0.0,13.0,0.5,871.125,0.5,2
72599,7000502410,428.224,358.06300000000016,292.434,4.45,4.01,4.48,27.91,45.31,16.88,0.0,0.0,0.0,0.0,0.0,0.0,32.36,49.33,21.36,129.83,105.18,72.93,6,8,3,517,440,186,2.0,2.0,2.0,397.0,290.0,290.0,17.233333333333334,37,27,22,32,24,17,0,12.0,1.0,2.0,12.0,2.0,2.0,1.0,415.425,1.0,2
60084,7000977657,246.15200000000002,293.26599999999996,258.884,22.69,35.76,9.63,59.83,121.16,104.93,0.0,0.0,0.0,0.0,0.0,0.0,82.53,156.93,115.16,638.58,455.98,395.13,13,15,10,325,305,317,6.0,7.0,5.0,150.0,175.0,125.0,12.8,3,6,1,16,25,7,0,1.0,0.0,2.0,1.0,4.0,2.0,2.5,53.815,0.0,2
28632,7000545489,492.032,841.806,971.202,74.13,136.71,83.98,227.18,318.51,390.44,0.0,0.0,0.0,0.0,0.0,0.0,305.19,461.64,480.59,494.11,420.61,553.43,23,17,32,662,876,1129,2.0,3.0,3.0,304.0,406.0,556.0,22.7,17,14,2,19,8,5,0,0.0,0.0,0.0,20.0,5.0,0.0,1.5,724.945,0.5,2
37359,7000149740,507.97,193.74099999999999,448.148,26.63,1.43,6.69,123.51,66.18,11.01,0.0,0.0,0.0,0.0,0.0,0.0,150.14,68.29,18.41,64.28,11.14,16.24,14,19,41,556,205,510,1.0,10.0,40.0,198.0,250.0,250.0,50.73333333333333,12,1,23,21,17,16,0,2.0,0.0,0.0,18.0,0.0,0.0,20.0,914.425,0.0,2
78323,7000879951,364.23,306.884,418.13800000000003,25.89,12.29,23.91,659.11,456.34,483.43,0.0,0.0,279.13,0.0,0.0,166.18,685.01,468.64,341.16,916.93,987.56,640.99,15,16,23,447,347,504,0.0,3.0,6.0,0.0,69.0,138.0,16.066666666666666,24,18,1,26,15,0,0,1.0,1.0,1.0,60.0,2.0,1.0,3.0,0.0,0.0,2
44031,7000083550,502.029,268.485,67.80199999999999,31.66,32.24,11.66,867.79,499.24,48.56,0.0,0.0,0.0,0.0,0.0,0.0,927.46,606.24,87.66,155.36,81.68,64.03,17,18,7,588,279,67,5.0,8.0,3.0,108.0,64.0,24.0,6.466666666666668,21,6,3,0,10,4,0,1.0,1.0,6.0,1.0,1.0,13.0,1.5,421.605,0.0,2
63731,7002252925,132.483,392.62199999999996,402.51099999999997,51.04,54.61,83.61,41.28,30.68,83.74,0.0,0.0,0.0,0.0,0.0,0.0,92.33,85.29,167.36,95.84,76.21,114.08,4,6,3,220,374,412,0.0,1.0,1.0,0.0,154.0,154.0,67.06666666666666,20,12,15,22,9,22,0,9.0,8.0,12.0,60.0,8.0,12.0,0.5,757.155,0.5,2
48105,7002187949,701.3789999999997,538.306,519.414,260.59,170.29,179.14,137.58,281.01,297.51,0.0,0.0,0.0,0.0,0.0,0.0,398.18,451.31,476.66,408.81,403.58,426.09,10,10,5,756,657,532,2.0,2.0,2.0,304.0,304.0,304.0,38.23333333333333,9,26,14,32,9,10,0,6.0,1.0,2.0,6.0,10.0,12.0,1.0,179.01,0.0,2
17734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79263,7001522153,338.0780000000001,296.82099999999997,214.843,18.33,19.68,16.34,138.34,138.59,93.33,0.0,0.0,0.0,0.0,0.0,0.0,161.13,165.83,112.96,141.94,170.11,109.14,13,16,12,395,345,250,4.0,5.0,4.0,124.0,125.0,100.0,43.76666666666666,26,24,24,29,19,8,0,6.0,4.0,2.0,7.0,4.0,9.0,2.0,224.56,0.0,2
94740,7000537848,541.43,480.07,485.651,537.46,362.39,57.44,206.86,287.46,704.34,0.0,0.0,0.0,0.0,0.0,0.0,748.93,662.14,770.18,60.64,144.73,55.94,15,12,17,667,506,566,2.0,4.0,3.0,31.0,32.0,24.0,8.566666666666666,6,10,0,18,8,7,0,0.0,1.0,1.0,0.0,7.0,12.0,1.5,31.145,0.0,2
55168,7002303709,273.372,288.65,519.151,21.04,11.09,9.13,71.96,54.78,25.79,0.0,0.0,0.0,0.0,0.0,0.0,93.01,65.88,36.78,115.48,106.06,86.89,12,9,12,300,334,607,0.0,1.0,4.0,0.0,154.0,447.0,56.83333333333334,13,29,15,34,16,21,0,2.0,2.0,4.0,60.0,21.0,4.0,2.0,1005.69,1.0,2
72616,7002243343,712.079,777.83,1608.683,22.78,42.39,186.64,334.69,266.63,706.59,0.0,0.0,0.0,0.0,0.0,0.0,357.48,309.03,893.24,158.94,202.64,440.88,16,18,33,814,928,1898,1.0,1.0,1.0,154.0,154.0,198.0,66.16666666666667,4,12,5,30,4,4,0,1.0,0.0,0.0,5.0,4.0,7.0,0.5,117.8,0.5,2
70035,7000858804,378.10900000000004,346.349,317.546,25.98,62.03,69.66,181.18,142.46,128.79,0.0,0.0,0.0,0.0,0.0,0.0,207.16,204.49,198.46,423.88,346.13,302.28,26,31,28,430,392,355,11.0,10.0,2.0,275.0,250.0,50.0,20.666666666666668,2,10,14,20,4,18,0,1.0,1.0,1.0,4.0,1.0,26.0,1.0,103.535,0.0,2
56805,7000117222,554.403,660.91,578.238,403.88,278.34,170.21,598.29,513.04,370.04,0.0,0.0,0.0,0.0,0.0,0.0,1003.86,791.39,540.61,492.11,434.43,390.84,8,11,7,550,878,588,0.0,1.0,1.0,0.0,198.0,198.0,41.9,37,11,21,20,9,5,0,3.0,1.0,6.0,60.0,2.0,12.0,0.5,1438.59,0.5,2
56742,7002019623,633.018,304.558,406.414,89.64,72.64,130.09,190.06,78.69,85.49,7.98,8.11,6.48,8.29,16.59,13.19,271.41,134.74,202.39,78.94,72.43,86.31,6,5,3,810,318,512,2.0,1.0,1.0,450.0,198.0,252.0,13.2,41,15,19,6,12,8,0,4.0,6.0,6.0,6.0,6.0,9.0,0.5,1114.75,0.5,2
60704,7001340468,550.88,432.99,446.3,13.94,23.13,52.88,232.16,342.84,270.94,0.0,0.0,0.0,0.0,0.0,0.0,246.11,366.24,323.98,254.88,436.63,259.88,9,15,11,319,430,580,1.0,2.0,2.0,198.0,352.0,450.0,75.6,31,28,23,29,15,9,0,2.0,5.0,0.0,28.0,27.0,0.0,1.0,132.72,1.0,2
48382,7001067248,1186.185,1263.9389999999999,1350.0529999999999,153.11,137.36,186.94,1194.48,881.73,942.24,0.0,0.0,0.0,0.0,0.0,0.0,1350.94,1027.89,1144.14,862.36,963.89,952.23,16,13,13,1400,1440,1600,0.0,2.0,1.0,0.0,450.0,252.0,69.46666666666667,23,25,20,29,23,22,0,0.0,6.0,0.0,60.0,10.0,13.0,0.5,1385.04,0.5,2
87466,7000191385,419.13300000000004,295.032,177.896,190.19,23.54,4.39,122.81,162.68,64.76,22.43,0.0,0.0,2.8,0.0,0.0,314.86,194.34,72.28,277.71,301.89,271.64,25,25,14,478,337,201,4.0,2.0,3.0,70.0,34.0,51.0,9.066666666666666,34,13,3,5,0,20,0,0.0,0.0,0.0,10.0,4.0,2.0,1.5,55.575,0.0,2
63707,7001503452,394.69699999999995,487.556,531.252,54.41,49.31,98.48,105.93,86.29,139.81,0.0,0.0,0.0,0.0,0.0,0.0,160.34,135.61,238.29,97.54,107.84,112.89,12,19,19,428,571,608,1.0,1.0,3.0,154.0,154.0,168.0,9.566666666666666,34,3,13,24,7,13,0,2.0,2.0,1.0,22.0,25.0,15.0,1.5,95.425,0.0,2
89130,7000800356,191.821,309.363,443.418,125.73,123.43,9.71,35.83,22.06,17.79,0.0,0.0,0.0,0.0,0.0,0.0,165.43,145.49,27.51,39.36,67.39,22.98,20,19,11,220,347,517,0.0,0.0,4.0,0.0,0.0,249.5,22.466666666666665,31,4,11,11,12,7,0,0.0,2.0,7.0,60.0,60.0,19.0,2.0,888.305,1.0,2
86267,7001852863,751.495,281.8,182.51,136.41,20.03,20.33,420.71,203.73,142.71,0.0,0.0,0.0,0.0,0.0,0.0,559.16,224.38,165.33,340.69,265.98,618.94,14,8,4,715,283,179,4.0,1.0,1.0,285.0,198.0,198.0,10.766666666666667,36,8,23,19,16,9,0,5.0,8.0,5.0,5.0,9.0,5.0,0.5,538.67,0.5,2
11446,7001662490,678.796,509.88,491.65,929.41,97.78,277.39,307.93,161.99,162.73,0.0,0.0,0.0,0.0,0.0,0.0,1237.34,259.78,440.13,651.54,331.36,486.89,13,11,10,790,517,566,2.0,2.0,2.0,304.0,304.0,329.0,90.63333333333334,3,3,0,16,12,10,0,4.0,0.0,2.0,25.0,28.0,2.0,1.0,153.115,1.0,2
51553,7000812072,615.235,782.242,956.4789999999999,482.84,588.06,422.73,280.99,440.19,462.94,0.0,0.0,0.0,0.0,0.0,0.0,763.84,1028.26,885.68,1504.76,1534.53,1375.31,5,8,6,654,954,1306,1.0,1.0,2.0,154.0,154.0,406.0,53.53333333333333,32,21,16,7,7,15,0,16.0,8.0,2.0,21.0,25.0,2.0,1.0,147.92,1.0,2
29069,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59787,7000613393,670.668,527.734,490.814,54.91,42.48,20.11,356.84,235.66,299.46,71.96,0.0,0.0,98.34,0.0,0.0,313.41,278.14,319.58,197.83,300.93,241.59,12,14,8,748,643,553,1.0,1.0,1.0,198.0,198.0,198.0,36.46666666666667,24,0,22,19,5,20,0,4.0,2.0,2.0,16.0,9.0,9.0,0.5,189.245,0.5,2
64735,7000377348,643.719,396.264,679.086,18.83,11.11,5.76,556.93,256.83,545.69,208.89,493.49,610.76,274.66,268.46,552.49,303.73,0.0,0.0,207.11,0.0,5.26,23,15,12,759,520,761,4.0,4.0,3.0,92.0,252.0,75.0,19.3,27,19,22,4,5,14,0,1.0,2.0,5.0,1.0,5.0,14.0,1.5,114.59,0.0,2
21480,7002184839,1206.011,1239.0,832.69,59.18,47.91,30.68,1314.34,1363.11,878.16,0.0,0.0,0.0,0.0,0.0,0.0,1375.48,1411.03,908.84,100.08,154.43,129.34,23,31,26,1326,1456,975,2.0,11.0,11.0,50.0,275.0,275.0,23.6,37,11,7,16,4,6,0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,541.805,0.0,2
67192,7001759096,1421.108,1795.955,1360.588,181.59,153.93,107.48,572.46,495.33,448.78,0.0,56.41,53.41,0.0,51.24,48.54,754.06,598.01,508.01,568.69,362.34,341.66,6,3,5,1955,1252,2504,1.0,1.0,2.0,455.0,252.0,504.0,34.266666666666666,4,17,20,33,9,4,0,16.0,5.0,6.0,18.0,30.0,13.0,1.0,463.56,1.0,2
71774,7000422803,461.75199999999995,298.124,465.264,113.98,82.64,27.84,344.14,146.69,22.13,0.0,0.0,0.0,0.0,0.0,0.0,458.13,229.34,50.96,43.89,28.19,27.03,25,15,35,522,349,530,10.0,3.0,22.0,242.0,75.0,250.0,10.8,16,8,9,27,12,14,0,0.0,0.0,5.0,10.0,0.0,8.0,11.0,676.88,0.0,2
37755,7000036280,220.02200000000002,494.11699999999996,223.17,0.0,1.3,0.0,5.24,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,14.19,0.0,99.93,129.74,15.78,1,5,1,252,554,252,1.0,2.0,1.0,252.0,504.0,252.0,6.9,18,0,11,31,20,2,0,7.0,2.0,6.0,7.0,2.0,6.0,0.5,610.965,0.5,2
34929,7001121043,382.853,250.173,268.73400000000004,50.29,11.49,0.0,228.66,67.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.96,78.61,0.0,70.08,37.34,9.88,7,5,2,474,254,308,1.0,1.0,2.0,154.0,154.0,308.0,18.633333333333333,22,25,23,19,19,8,0,2.0,13.0,0.0,27.0,30.0,0.0,1.0,315.59,1.0,2
69325,7000574058,379.098,371.26199999999994,550.394,87.86,34.76,81.69,277.19,223.58,350.98,7.39,0.0,9.35,33.03,0.0,6.31,332.03,258.34,426.36,702.14,635.74,517.09,9,5,9,543,388,687,1.0,2.0,7.0,91.0,304.0,677.0,6.366666666666666,32,7,20,26,20,0,0,2.0,13.0,6.0,2.0,13.0,6.0,3.5,644.625,0.0,2
43769,7001039299,187.695,218.03900000000002,505.408,67.99,94.01,21.06,99.98,242.64,802.71,8.64,0.0,0.0,37.99,0.0,0.0,129.98,336.66,824.74,48.51,124.08,105.73,6,15,26,196,240,582,3.0,8.0,10.0,3.0,8.0,10.0,6.833333333333332,38,17,24,16,9,22,0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,46.645,0.0,2
44582,7000889145,378.22900000000004,798.6669999999997,494.181,34.51,40.66,48.29,156.74,118.36,100.89,0.0,0.0,0.0,0.0,0.0,0.0,191.26,159.03,149.19,256.79,233.46,204.29,13,19,15,446,933,575,4.0,4.0,6.0,250.0,716.0,456.0,39.13333333333333,22,2,1,2,17,2,0,0.0,3.0,1.0,2.0,3.0,9.0,3.0,1093.9,1.0,2
36754,7002088065,322.578,493.66,325.63599999999997,52.14,14.56,32.51,53.29,26.41,137.33,0.0,0.0,0.0,0.0,0.0,0.0,106.16,42.08,170.83,71.11,85.26,116.13,17,19,14,365,479,362,7.0,12.0,10.0,167.0,514.0,250.0,10.233333333333333,31,23,10,5,3,0,0,0.0,2.0,4.0,0.0,2.0,4.0,5.0,649.025,0.0,2
57299,7001230869,564.553,711.143,554.461,58.33,94.86,194.14,944.76,1415.68,627.49,0.0,0.0,0.0,1.44,0.0,0.0,1001.64,1510.54,821.64,86.44,177.76,204.71,7,8,8,701,919,715,1.0,2.0,1.0,154.0,304.0,179.0,31.13333333333333,35,27,7,10,8,19,0,4.0,6.0,6.0,9.0,11.0,18.0,0.5,263.39500000000004,0.5,2
13325,7002296193,317.657,377.991,356.598,46.38,34.59,35.34,124.38,87.98,174.78,0.0,0.0,0.0,0.0,0.0,0.0,172.41,127.64,211.66,27.53,19.13,14.81,32,39,39,364,427,409,3.0,5.0,4.0,51.0,85.0,76.0,12.2,8,14,10,16,19,17,0,0.0,0.0,0.0,7.0,12.0,3.0,2.0,127.69,0.0,2
7056,7000912478,513.025,726.074,803.173,137.36,152.41,154.33,719.11,650.31,505.48,0.0,23.36,7.44,0.0,66.98,6.43,856.48,735.74,653.38,367.76,300.76,459.61,5,7,6,550,1002,837,0.0,1.0,2.0,0.0,252.0,308.0,12.1,9,9,21,17,14,21,0,1.0,4.0,6.0,60.0,20.0,6.0,1.0,77.925,1.0,2
92083,7001305366,263.243,521.783,386.995,9.34,15.13,2.88,190.58,254.21,229.93,0.0,0.0,0.0,0.0,0.0,0.0,199.93,269.34,232.81,643.53,470.91,562.28,3,5,3,330,647,419,0.0,2.0,1.0,0.0,299.0,145.0,23.73333333333333,28,5,5,3,5,18,0,2.0,2.0,5.0,60.0,2.0,5.0,0.5,168.625,0.5,2
1096,7000000935,337.6040000000001,448.131,369.411,43.13,64.78,111.26,92.66,47.16,144.49,0.0,0.0,0.0,0.0,0.0,0.0,135.79,112.86,255.76,1031.39,806.81,559.33,5,3,3,390,507,512,1.0,2.0,1.0,252.0,397.0,252.0,7.833333333333332,30,22,9,8,3,17,0,5.0,2.0,7.0,16.0,2.0,10.0,0.5,587.075,0.5,2
12362,7000251226,396.79900000000004,344.17800000000005,292.562,162.29,377.31,253.59,508.73,291.18,220.66,0.0,0.0,0.0,0.0,0.0,0.0,671.03,668.49,474.26,133.99,56.29,73.39,7,8,8,574,417,197,1.0,4.0,5.0,23.0,92.0,115.0,38.93333333333333,25,9,2,9,13,8,0,1.0,1.0,0.0,1.0,4.0,0.0,2.5,0.0,0.0,2
9055,7002194718,195.373,498.338,1010.804,0.0,0.0,3.83,81.63,24.66,37.08,0.0,0.0,0.0,0.0,0.0,0.0,81.63,24.66,40.91,32.01,64.28,38.74,7,13,7,230,584,1190,2.0,11.0,4.0,50.0,292.0,1050.0,9.433333333333334,12,18,17,1,7,10,0,10.0,7.0,17.0,18.0,7.0,17.0,2.0,2170.435,1.5,2
93733,7000872562,313.094,575.553,452.42900000000003,158.84,242.99,76.24,382.03,411.71,252.38,0.0,0.0,32.16,0.0,0.0,53.61,540.99,654.71,275.01,74.84,55.74,35.78,5,13,7,366,711,464,0.0,1.0,1.0,0.0,125.0,154.0,15.766666666666667,26,2,16,23,11,17,0,13.0,4.0,3.0,60.0,24.0,20.0,0.5,761.535,0.5,2
38425,7000662429,625.664,430.699,917.922,252.53,225.48,163.91,181.64,128.49,102.31,4.13,0.0,50.96,11.2,0.0,61.63,422.98,353.98,204.59,201.73,210.84,153.61,16,15,21,674,545,1041,5.0,1.0,5.0,344.0,25.0,221.0,10.333333333333334,29,3,14,23,5,5,0,0.0,0.0,1.0,12.0,1.0,1.0,2.5,200.285,0.0,2
33204,7000890625,149.417,495.165,927.182,8.31,460.56,334.09,61.99,278.88,388.44,0.0,0.0,0.0,0.0,0.0,0.0,70.31,739.44,722.54,107.34,162.31,278.64,9,12,16,193,677,1079,1.0,4.0,11.0,13.0,281.0,640.0,25.03333333333333,18,28,11,21,12,5,0,1.0,0.0,1.0,18.0,9.0,8.0,5.5,1352.725,0.5,2
94398,7001620727,388.79699999999997,511.591,230.63400000000001,120.89,75.94,23.98,589.58,983.18,311.98,0.0,0.0,0.0,0.0,0.0,0.0,713.31,1059.13,343.58,172.11,128.79,109.04,8,10,8,537,535,217,3.0,5.0,2.0,69.0,115.0,46.0,107.73333333333332,4,1,2,29,8,14,0,0.0,5.0,1.0,4.0,5.0,22.0,1.0,0.0,0.0,2
68481,7002150925,543.307,666.3580000000002,614.986,135.58,163.98,142.04,365.16,432.94,278.99,0.0,0.0,0.0,0.0,0.0,0.0,502.08,596.93,421.04,465.79,668.73,504.76,24,17,15,644,791,696,1.0,2.0,1.0,154.0,308.0,154.0,33.8,39,17,0,21,2,22,0,0.0,2.0,3.0,17.0,2.0,5.0,0.5,402.135,0.5,2
